asset_type,category,file_name,description,commons_url,license_note,source,local_path,downloaded,compliance_status
animation/video,Fractal Zoom & Growth Animations,Kochsim.gif,"Compact looping GIF simulating an endless zoom/pan into a Koch snowflake curve, illustrating fractal self-similarity.",https://commons.wikimedia.org/wiki/File:Kochsim.gif,Public Domain (tagged PD-self by author),Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/Kochsim.gif,yes,Not Reviewed
animation/video,Fractal Zoom & Growth Animations,Animated fractal mountain.gif,"Short monochrome GIF of a procedurally generated fractal 'mountain' landscape, a classic demo of fractal terrain generation.",https://commons.wikimedia.org/wiki/File:Animated_fractal_mountain.gif,Public Domain (tagged PD-self by author),Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/Animated fractal mountain.gif,yes,Not Reviewed
animation/video,Fractal Zoom & Growth Animations,Fractal.gif,"Looping animated GIF (104 frames) cycling through a 3D fractal render, useful as ambient background motion.",https://commons.wikimedia.org/wiki/File:Fractal.gif,CC BY-SA 4.0,Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/Fractal.gif,yes,Not Reviewed
animation/video,Fractal Zoom & Growth Animations,Cantor Zoom.gif,"Wide-format GIF visualizing the Cantor set construction as an endless zoom, showing the 'removing the middle third' process repeating.",https://commons.wikimedia.org/wiki/File:Cantor_Zoom.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/Cantor Zoom.gif,yes,Not Reviewed
animation/video,Fractal Zoom & Growth Animations,Feigenbaumzoom.gif,"GIF zooming into the Feigenbaum point of a bifurcation diagram, illustrating period-doubling and chaos theory visually.",https://commons.wikimedia.org/wiki/File:Feigenbaumzoom.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/Feigenbaumzoom.gif,yes,Not Reviewed
animation/video,Fractal Zoom & Growth Animations,GoldenSpiralLogarithmic in.gif,"GIF animating an inward zoom along a logarithmic (golden) spiral, tying the golden ratio to a smooth zoom effect.",https://commons.wikimedia.org/wiki/File:GoldenSpiralLogarithmic_in.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/GoldenSpiralLogarithmic in.gif,yes,Not Reviewed
animation/video,Fractal Zoom & Growth Animations,Mandelbrot set iteration.gif,"GIF illustrating how the Mandelbrot set is built up iteration by iteration, useful for explaining the underlying algorithm.",https://commons.wikimedia.org/wiki/File:Mandelbrot_set_iteration.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/Mandelbrot set iteration.gif,yes,Not Reviewed
animation/video,Fractal Zoom & Growth Animations,Animation of the growth of the Mandelbrot set as you iterate towards infinity.gif,GIF showing the Mandelbrot set's boundary becoming more detailed as the iteration count increases toward infinity.,https://commons.wikimedia.org/wiki/File:Animation_of_the_growth_of_the_Mandelbrot_set_as_you_iterate_towards_infinity.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/Animation of the growth of the Mandelbrot set as you iterate towards infinity.gif,yes,Not Reviewed
animation/video,Fractal Zoom & Growth Animations,Infinite Binary Tree.gif,"GIF animating the recursive branching of an infinite binary tree, a foundational visual for recursion and combinatorics.",https://commons.wikimedia.org/wiki/File:Infinite_Binary_Tree.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Fractal Zoom & Growth Animations/Infinite Binary Tree.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,Pythagorean theorem - Ani.gif,Animated GIF that visually demonstrates the Pythagorean theorem through a moving rearrangement of squares and triangles.,https://commons.wikimedia.org/wiki/File:Pythagorean_theorem_-_Ani.gif,CC BY-SA 3.0,Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/Pythagorean theorem - Ani.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,01-Satz des Pythagoras-W.gif,"Animated proof of the Pythagorean theorem (German-labeled), showing shapes shifting to demonstrate the area relationship.",https://commons.wikimedia.org/wiki/File:01-Satz_des_Pythagoras-W.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/01-Satz des Pythagoras-W.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,Animated gif version of SVG of rearrangement proof of Pythagorean theorem.gif,"GIF version of a rearrangement-style proof of the Pythagorean theorem, converted from a static SVG diagram into motion.",https://commons.wikimedia.org/wiki/File:Animated_gif_version_of_SVG_of_rearrangement_proof_of_Pythagorean_theorem.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/Animated gif version of SVG of rearrangement proof of Pythagorean theorem.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,Conant-Beyer Generalization of the Pythagorean Theorem for a 2-D object.gif,Animation illustrating the Conant-Beyer generalization of the Pythagorean theorem applied to a 2-dimensional object.,https://commons.wikimedia.org/wiki/File:Conant-Beyer_Generalization_of_the_Pythagorean_Theorem_for_a_2-D_object.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/Conant-Beyer Generalization of the Pythagorean Theorem for a 2-D object.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,Conant-Beyer Generalization of the Pythagorean Theorem for a set of 1-D objects.gif,Animation illustrating the same generalized theorem applied to a set of 1-dimensional objects.,https://commons.wikimedia.org/wiki/File:Conant-Beyer_Generalization_of_the_Pythagorean_Theorem_for_a_set_of_1-D_objects.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/Conant-Beyer Generalization of the Pythagorean Theorem for a set of 1-D objects.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,GouguAnim.gif,"Animated diagram related to the Gougu theorem (the Chinese formulation of the Pythagorean relationship), showing a moving geometric proof.",https://commons.wikimedia.org/wiki/File:GouguAnim.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/GouguAnim.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,Khosrotash2.gif,Animated geometric proof diagram (one of a series by the same illustrator) showing shapes transforming to prove an area relationship.,https://commons.wikimedia.org/wiki/File:Khosrotash2.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/Khosrotash2.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,Khosrotashph.gif,"Animated geometric proof diagram from the same series, demonstrating another visual proof via moving shapes.",https://commons.wikimedia.org/wiki/File:Khosrotashph.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/Khosrotashph.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,Golden Ratio. Variation Animation.gif,Tall-format GIF animating how proportions shift as a rectangle's ratio approaches and passes through the golden ratio.,https://commons.wikimedia.org/wiki/File:Golden_Ratio._Variation_Animation.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/Golden Ratio. Variation Animation.gif,yes,Not Reviewed
animation/video,Theorem & Geometric Proof Animations,Working path segment protection.gif,Short animated combinatorics diagram illustrating a path-protection concept via a simple looping diagram.,https://commons.wikimedia.org/wiki/File:Working_path_segment_protection.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Theorem & Geometric Proof Animations/Working path segment protection.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Derivative GIF.gif,"Animated GIF showing a tangent line sliding along a curve, illustrating the concept of a derivative as instantaneous slope.",https://commons.wikimedia.org/wiki/File:Derivative_GIF.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Derivative GIF.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Derivada.gif,Animated diagram (Spanish-labeled) visualizing how a secant line approaches a tangent line as the derivative definition is applied.,https://commons.wikimedia.org/wiki/File:Derivada.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Derivada.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Differentiation of sine.gif,"Animation showing how the sine curve's slope traces out the cosine curve, visually linking a function to its derivative.",https://commons.wikimedia.org/wiki/File:Differentiation_of_sine.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Differentiation of sine.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,What is Derivative (animation).gif,Wide-format explainer animation building up the intuitive definition of a derivative step by step.,https://commons.wikimedia.org/wiki/File:What_is_Derivative_(animation).gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/What is Derivative (animation).gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Evolute of astroid.gif,"Animation tracing the evolute (locus of curvature centers) of an astroid curve, a differential-geometry visual.",https://commons.wikimedia.org/wiki/File:Evolute_of_astroid.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Evolute of astroid.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Evolute of cycloid.gif,"Animation tracing the evolute of a cycloid curve, showing the elegant curvature relationship cycloids are known for.",https://commons.wikimedia.org/wiki/File:Evolute_of_cycloid.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Evolute of cycloid.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Evolute of ellipse.gif,"Animation tracing the evolute of an ellipse, illustrating how curvature centers form a four-cusped astroid-like shape.",https://commons.wikimedia.org/wiki/File:Evolute_of_ellipse.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Evolute of ellipse.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Integral riemann animada.gif,Animated GIF (Spanish-labeled) building up a Riemann sum with increasingly thin rectangles approximating the area under a curve.,https://commons.wikimedia.org/wiki/File:Integral_riemann_animada.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Integral riemann animada.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Tayloranimation.gif,Animation showing successive Taylor polynomial approximations converging toward a target function.,https://commons.wikimedia.org/wiki/File:Tayloranimation.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Tayloranimation.gif,yes,Not Reviewed
animation/video,Calculus & Function Animations,Sphere supeficie.gif,Small animated diagram illustrating the surface area concept for a sphere.,https://commons.wikimedia.org/wiki/File:Sphere_supeficie.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Calculus & Function Animations/Sphere supeficie.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,Euclidean algorithm computes the greatest common divisor.gif,Step-by-step animation of the Euclidean algorithm finding the greatest common divisor of two numbers.,https://commons.wikimedia.org/wiki/File:Euclidean_algorithm_computes_the_greatest_common_divisor.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/Euclidean algorithm computes the greatest common divisor.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,Euclidean algorithm computes the Greatest Common Divisor recursively.gif,Alternate animation showing the same Euclidean algorithm expressed as a recursive process.,https://commons.wikimedia.org/wiki/File:Euclidean_algorithm_computes_the_Greatest_Common_Divisor_recursively.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/Euclidean algorithm computes the Greatest Common Divisor recursively.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,CYK algorithm animation showing every step of a sentence parsing.gif,"Animation walking through every step of the CYK parsing algorithm on a sentence, a computer-science/discrete-math crossover visual.",https://commons.wikimedia.org/wiki/File:CYK_algorithm_animation_showing_every_step_of_a_sentence_parsing.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/CYK algorithm animation showing every step of a sentence parsing.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,Convolution arithmetic - No padding no strides.gif,Animation showing how a convolution operation slides across a grid with no padding and no strides — a core visual for applied/data-driven math content.,https://commons.wikimedia.org/wiki/File:Convolution_arithmetic_-_No_padding_no_strides.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/Convolution arithmetic - No padding no strides.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,Convolution arithmetic - Full padding no strides.gif,Companion animation showing the same convolution operation but with full padding applied.,https://commons.wikimedia.org/wiki/File:Convolution_arithmetic_-_Full_padding_no_strides.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/Convolution arithmetic - Full padding no strides.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,Wigderson.gif,Animated graph-theory diagram illustrating a concept from graph coloring/algorithms (Wigderson's approach).,https://commons.wikimedia.org/wiki/File:Wigderson.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/Wigderson.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,Étapes de construction de l'enveloppe convexe d'un nuage de points 3D par l'agorithme de Jarvis.gif,Animation (French-labeled) showing the Jarvis march algorithm building the convex hull of a 3D point cloud step by step.,https://commons.wikimedia.org/wiki/File:Étapes_de_construction_de_l'enveloppe_convexe_d'un_nuage_de_points_3D_par_l'agorithme_de_Jarvis.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/Étapes de construction de l'enveloppe convexe d'un nuage de points 3D par l'agorithme de Jarvis.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,Wykresruchomy.gif,Animated graph illustrating a moving/changing solution curve for a differential equation.,https://commons.wikimedia.org/wiki/File:Wykresruchomy.gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/Wykresruchomy.gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,Image x^2+y^2=t(x±y) (40EV).gif,"Animation showing a family of curves defined by x²+y²=t(x±y) as the parameter t varies, a nice visual for parametrized equation families.",https://commons.wikimedia.org/wiki/File:Image_x^2+y^2=t(x±y)_(40EV).gif,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Algorithm & Discrete Math Animations/Image x^2+y^2=t(x±y) (40EV).gif,yes,Not Reviewed
animation/video,Algorithm & Discrete Math Animations,"Summation of the Taylor expansion of the conversion between two representations, Angle Axis vector to Rotation Matrix.gif",Animation visualizing how a Taylor-series summation converges when converting between an angle-axis vector and a rotation matrix (applied linear algebra).,"https://commons.wikimedia.org/wiki/File:Summation_of_the_Taylor_expansion_of_the_conversion_between_two_representations,_Angle_Axis_vector_to_Rotation_Matrix.gif",CC BY-SA (verify version on file page),Wikimedia Commons,"downloads/Algorithm & Discrete Math Animations/Summation of the Taylor expansion of the conversion between two representations, Angle Axis vector to Rotation Matrix.gif",yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),Der kleine Gauss.webm,8-minute German-language explainer video walking through the story and method behind Gauss's famous quick-sum trick.,https://commons.wikimedia.org/wiki/File:Der_kleine_Gauss.webm,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/Der kleine Gauss.webm,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),Deskriptive Statistik - Lagemaße - Arithmetisches Mittel berechnen..webm,~7-minute German statistics tutorial demonstrating how to calculate the arithmetic mean (a measure of central tendency).,https://commons.wikimedia.org/wiki/File:Deskriptive_Statistik_-_Lagemaße_-_Arithmetisches_Mittel_berechnen..webm,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/Deskriptive Statistik - Lagemaße - Arithmetisches Mittel berechnen..webm,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),Deskriptive Statistik - Lagemaße - Modus.webm,Companion ~8-minute German statistics tutorial explaining the mode as a measure of central tendency.,https://commons.wikimedia.org/wiki/File:Deskriptive_Statistik_-_Lagemaße_-_Modus.webm,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/Deskriptive Statistik - Lagemaße - Modus.webm,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),Diffusion of Densities and Gaussian points.webm,Short 5-second applied-math clip visualizing diffusion of density distributions and Gaussian point clouds over time.,https://commons.wikimedia.org/wiki/File:Diffusion_of_Densities_and_Gaussian_points.webm,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/Diffusion of Densities and Gaussian points.webm,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),2D Interpolation Methods.webm,"Short 5-second clip comparing different 2D interpolation methods, useful for a data-visualization or numerical-methods explainer.",https://commons.wikimedia.org/wiki/File:2D_Interpolation_Methods.webm,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/2D Interpolation Methods.webm,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),Parábola Animada.webm,32-second Spanish-labeled clip animating how a parabola's shape changes as its defining parameters vary.,https://commons.wikimedia.org/wiki/File:Parábola_Animada.webm,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/Parábola Animada.webm,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),Planar Parameterization.webm,"Short 5-second clip visualizing a planar parameterization process, relevant to computer-graphics-adjacent applied math.",https://commons.wikimedia.org/wiki/File:Planar_Parameterization.webm,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/Planar Parameterization.webm,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),De implícitas a explícitas. Complemento Ortogonal.ogv,~1.5-minute Spanish-language linear algebra tutorial converting implicit equations to explicit form via the orthogonal complement.,https://commons.wikimedia.org/wiki/File:De_implícitas_a_explícitas._Complemento_Ortogonal.ogv,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/De implícitas a explícitas. Complemento Ortogonal.ogv,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),De la ecuación implícita de un hiperplano a la vectorial.ogv,~1.5-minute Spanish-language tutorial converting a hyperplane's implicit equation into vector form.,https://commons.wikimedia.org/wiki/File:De_la_ecuación_implícita_de_un_hiperplano_a_la_vectorial.ogv,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/De la ecuación implícita de un hiperplano a la vectorial.ogv,yes,Not Reviewed
animation/video,Short Educational Videos (WebM/OGV),POLIGONO ERREGULARRAK PARA SUBIR A TXIKIPEDIA.ogv,"~3-minute Basque-language educational video explaining regular polygons, aimed at a young-learner audience.",https://commons.wikimedia.org/wiki/File:POLIGONO_ERREGULARRAK_PARA_SUBIR_A_TXIKIPEDIA.ogv,CC BY-SA (verify version on file page),Wikimedia Commons,downloads/Short Educational Videos (WebM_OGV)/POLIGONO ERREGULARRAK PARA SUBIR A TXIKIPEDIA.ogv,yes,Not Reviewed
